date,epiweek,horizon,lower_95,pred,upper_95
2021-11-06,2021-10-10,4,318939.83324701537,428676.5706706628,550915.6610662271
2021-11-06,2021-10-11,4,102977.89405670052,385703.7,747142.072325184
2021-11-06,2021-10-17,3,317045.2,440509.7094296194,595830.9989814796
2021-11-06,2021-10-18,3,124052.46718135456,387045.375,684148.9299999999
2021-11-06,2021-10-21,2,474366.344678333,548552.232901019,639326.012230627
2021-11-06,2021-10-24,2,327834.2852616565,391848.08,569807.3998390449
2021-11-06,2021-10-25,2,233820.7922703416,393531.76,613549.9266469842
2021-11-06,2021-10-31,1,408957.19420950394,467263.47951597406,569793.1554276892
2021-11-06,2021-11-01,1,304872.70516237855,467372.27990420413,634138.0
2021-11-13,2021-10-17,4,258927.6,410029.3714443864,605647.48652
2021-11-13,2021-10-18,4,72080.05476599617,360732.85310808185,718445.5
2021-11-13,2021-10-21,3,469534.163877079,559334.149784767,683090.571458504
2021-11-13,2021-10-24,3,238541.75,379063.5436199015,602174.8292971003
2021-11-13,2021-10-25,3,157854.27255666256,349619.77812529355,610719.0033814325
2021-11-13,2021-10-31,2,364045.454715928,446549.7838128507,537566.0004429641
2021-11-13,2021-11-01,2,268735.2694678765,440878.0,696236.0
2021-11-13,2021-11-04,1,455093.423602604,503438.630632675,578428.247290711
2021-11-13,2021-11-07,1,406079.254155,490645.425985,590485.9710375636
2021-11-13,2021-11-08,1,327442.779002361,495850.0,660286.5357281566
2021-11-20,2021-10-21,4,479723.657706962,574817.065882527,718697.481604352
2021-11-20,2021-10-24,4,192824.9,353872.329211471,554531.2226996764
2021-11-20,2021-10-25,4,116100.525,310069.7198434696,612876.9982234348
2021-11-20,2021-10-31,3,320124.7,405040.68790565326,541478.5959966185
2021-11-20,2021-11-01,3,195211.69867020848,408183.0,736858.0
2021-11-20,2021-11-04,2,440619.556203166,506560.944235014,623693.990915637
2021-11-20,2021-11-07,2,363605.41208499996,482315.0914661265,586872.7153149046
2021-11-20,2021-11-08,2,247010.42386120942,469755.28657817276,744613.5803735681
2021-11-20,2021-11-14,1,463750.03685,564371.7000000001,723049.3
2021-11-20,2021-11-15,1,412102.36343960837,573152.7928639826,769510.3049999999
2021-11-27,2021-10-31,4,301117.06349067704,393555.2,524177.26504
2021-11-27,2021-11-01,4,159013.7368305495,402999.0,746904.0
2021-11-27,2021-11-04,3,435087.354219719,517560.03394969,666052.063196643
2021-11-27,2021-11-07,3,331376.8,464594.41147141706,608893.97018
2021-11-27,2021-11-08,3,211706.8788904319,459633.81927963695,763359.5
2021-11-27,2021-11-14,2,432371.94834,583011.7,763890.2105011374
2021-11-27,2021-11-15,2,357194.5154085195,608710.8076900651,877132.0
2021-11-27,2021-11-19,1,607865.40911416,655806.695506194,753972.346735663
2021-11-27,2021-11-21,1,509563.0,687800.7096631945,796156.5
2021-11-27,2021-11-22,1,444990.697630332,669127.0,867965.0
2021-12-04,2021-11-04,4,446491.89905859,536839.269806693,695611.602324795
2021-12-04,2021-11-07,4,293684.7,464369.817193376,676361.29804
2021-12-04,2021-11-08,4,181407.03445480956,426769.2939291124,842522.800177772
2021-12-04,2021-11-14,3,410782.58972499997,611437.2031650001,871234.66661
2021-12-04,2021-11-15,3,344817.992822322,621935.875,1079042.4579037328
2021-12-04,2021-11-19,2,626859.47503731,692155.098372429,846450.42118831
2021-12-04,2021-11-21,2,536781.8213080158,767767.0,869131.6
2021-12-04,2021-11-22,2,430211.3938573,705409.0977924676,1006518.8994581176
2021-12-04,2021-11-28,1,446796.71642638755,606712.4979368409,707104.2243441246
2021-12-04,2021-11-29,1,379576.0,533608.0,744959.0
2021-12-11,2021-11-14,4,362007.3948,660192.48109,1062385.95
2021-12-11,2021-11-15,4,251244.37812142313,613305.0,1104007.0
2021-12-11,2021-11-19,3,629858.921137211,710552.644051233,906811.905039135
2021-12-11,2021-11-21,3,492173.2267068846,801794.548717131,1091186.5359684762
2021-12-11,2021-11-22,3,193345.21875,615094.97610067,1150404.7966422134
2021-12-11,2021-11-28,2,420586.70644800167,623105.6628684674,760135.15
2021-12-11,2021-11-29,2,279344.5,505538.0,912515.8721671196
2021-12-11,2021-12-05,1,683942.07924,737996.0,914300.5
2021-12-11,2021-12-06,1,604103.0,790697.0,1118084.13303354
2021-12-18,2021-11-19,4,621260.997232463,708408.1969549,932645.401088393
2021-12-18,2021-11-21,4,449386.812365,831219.75,1215336.7226796767
2021-12-18,2021-11-22,4,314016.7590659424,713423.3830302565,1327260.0
2021-12-18,2021-11-28,3,453234.2601886704,687589.5,815312.0
2021-12-18,2021-11-29,3,217756.82794109013,471271.0,975403.1873157588
2021-12-18,2021-12-05,2,635906.0,761390.0,926648.1
2021-12-18,2021-12-06,2,514354.2386793549,840776.0567786425,1112075.0434486466
2021-12-18,2021-12-12,1,672416.0690717846,918715.4474035769,1171702.1189435162
2021-12-18,2021-12-13,1,604804.0,878470.0,1100165.0
2021-12-25,2021-11-28,4,467720.54094249546,639586.5,875979.0215239334
2021-12-25,2021-11-29,4,160728.90639217812,464855.1229913885,1161927.9141024814
2021-12-25,2021-12-05,3,594297.429684211,780081.5,938372.0
2021-12-25,2021-12-06,3,442923.0,899128.5558492914,1286593.375
2021-12-25,2021-12-12,2,771605.8862185642,1042094.4742805968,1385427.250276163
2021-12-25,2021-12-13,2,597364.2713639508,973875.1627072766,1299481.885938887
2021-12-25,2021-12-19,1,721589.0,961730.0,1242367.7013807164
2021-12-25,2021-12-20,1,707091.0,897214.03125,1159210.0
2022-01-01,2021-12-05,4,520918.75834,767408.0,1060621.0
2022-01-01,2021-12-06,4,340864.740568809,772437.1123138795,1356431.1640864634
2022-01-01,2021-12-12,3,721792.85613,1190559.7052724832,1580942.0
2022-01-01,2021-12-13,3,576358.507840527,1057395.461432639,1521395.0
2022-01-01,2021-12-19,2,695254.0071240971,1002258.59377,1286918.230736096
2022-01-01,2021-12-20,2,640431.0,919491.0,1238371.5559891108
2022-01-01,2021-12-22,1,995508.711353066,1318210.17880182,2026062.45971028
2022-01-01,2021-12-26,1,1147405.04085,1468315.33614,1789225.63144
2022-01-01,2021-12-27,1,1097915.0,1476539.8501966165,2099256.73311237
2022-01-08,2021-12-12,4,554452.08635,1243670.8756917242,1694059.738295697
2022-01-08,2021-12-13,4,490354.1836831584,926374.0,1564783.0
2022-01-08,2021-12-19,3,655599.90932,1168059.492259547,2100578.4860411272
2022-01-08,2021-12-20,3,601043.9844538936,911833.0,1354926.0
2022-01-08,2021-12-22,2,1040521.8048921,1535984.46621529,2618314.90203932
2022-01-08,2021-12-26,2,1183679.85143,1790323.57539959,2211013.19642
2022-01-08,2021-12-27,2,1058814.5809381604,1481401.75,2232668.20894436
2022-01-08,2022-01-02,1,2324491.75,3353841.7853296697,4432844.872055
2022-01-08,2022-01-03,1,2543725.501425731,3307658.5,4205903.241706816
2022-01-15,2021-12-19,4,517833.1129,1226839.1017685938,3131208.7900668452
2022-01-15,2021-12-20,4,328664.40740261076,887185.5,1373338.9755278167
2022-01-15,2021-12-22,3,1118802.16786663,1802626.34218074,3454358.48829719
2022-01-15,2021-12-26,3,1261401.024005485,2116735.163457745,3246346.247770815
2022-01-15,2021-12-27,3,1009561.7686154672,1512605.0,2274956.4192791553
2022-01-15,2022-01-02,2,2454710.5,4334646.73507,5646437.54118
2022-01-15,2022-01-03,2,2566693.0791572435,3951973.0,5461169.0
2022-01-15,2022-01-09,1,4275036.0,5698316.0,6452898.0
2022-01-15,2022-01-10,1,4017281.1748625045,5621782.4017623225,8365239.54375
2022-01-22,2021-12-22,4,1254072.25268441,2151175.46114889,4545117.77780123
2022-01-22,2021-12-26,4,1110286.5,2260229.861435,4277765.76401782
2022-01-22,2021-12-27,4,866595.1504281203,1804789.3614349999,2989226.45955
2022-01-22,2022-01-02,3,2027814.0,4384525.67739,6352485.29372
2022-01-22,2022-01-03,3,2294658.723798219,3850637.7138508195,5543888.606755644
2022-01-22,2022-01-09,2,3861970.747395,5685633.999435,8196178.75147
2022-01-22,2022-01-10,2,3518617.0,6244842.098175646,11216189.85
2022-01-22,2022-01-14,1,3775883.24227095,5843600.23841232,8421967.34379493
2022-01-22,2022-01-16,1,4759314.55,6094099.31619275,7377753.75755948
2022-01-22,2022-01-17,1,4016360.53125,5442707.5,7725880.0
2022-01-29,2022-01-02,4,1376059.5,3903518.14466,6645961.85104
2022-01-29,2022-01-03,4,2015631.4709571549,3279120.3334541125,4542609.19595107
2022-01-29,2022-01-09,3,3009679.0,4950036.511185,8356561.606355
2022-01-29,2022-01-10,3,2026458.9820222673,5418807.861057988,9337793.26509371
2022-01-29,2022-01-14,2,2402422.15916179,4761339.07189645,8385149.72391243
2022-01-29,2022-01-16,2,4283280.55,5622359.0,7980777.25743027
2022-01-29,2022-01-17,2,3420609.5887458143,4431534.0,8137929.0
2022-01-29,2022-01-19,1,5145661.0,5729256.0,6312850.0
2022-01-29,2022-01-20,1,4560469.0,4967944.0,5375418.0
2022-01-29,2022-01-21,1,3617411.0,3871543.0,4125674.0
2022-01-29,2022-01-22,1,4791850.0,5060840.0,5329829.0
2022-01-29,2022-01-23,1,3992180.0,4590629.0,6500178.5
2022-01-29,2022-01-24,1,2713912.64035666,4334601.81740304,6636201.0
2022-02-05,2022-01-09,4,2402653.5,4119791.0,7101693.295635
2022-02-05,2022-01-10,4,1285841.858028829,4338270.061064357,9817321.859034508
2022-02-05,2022-01-14,3,1454810.62640722,3333192.62426388,6505426.17307126
2022-02-05,2022-01-16,3,3817252.4,4596379.25,7260782.35
2022-02-05,2022-01-17,3,1965963.0,3547768.0,8303068.0
2022-02-05,2022-01-19,2,3273045.0,5081423.0,6889800.0
2022-02-05,2022-01-20,2,3018605.0,4398371.0,5778136.0
2022-02-05,2022-01-21,2,2121395.0,2952623.0,3783850.0
2022-02-05,2022-01-22,2,3632719.0,4838575.0,6044430.0
2022-02-05,2022-01-23,2,3179388.0,4002670.0,5739504.845099764
2022-02-05,2022-01-24,2,2042575.7058683792,4052086.1115704495,7204555.913110189
2022-02-05,2022-01-25,1,2997508.0,6163748.0,9329987.0
2022-02-05,2022-01-26,1,1079260.0,1915541.0,2751821.0
2022-02-05,2022-01-27,1,1449616.0,2275552.0,3101487.0
2022-02-05,2022-01-28,1,1725912.0,2559835.0,3393757.0
2022-02-05,2022-01-29,1,1420658.0,2049609.0,2612556.0
2022-02-05,2022-01-30,1,2351880.016416121,3069052.0,4047383.0
2022-02-05,2022-01-31,1,1644403.71872643,3122310.251351068,5036543.219156588
2022-02-12,2022-01-14,4,888841.416512639,2164240.82138438,4242493.52125923
2022-02-12,2022-01-16,4,3004817.85,3608641.0,5536263.65
2022-02-12,2022-01-17,4,824661.56,2732450.611760216,6873794.817965747
2022-02-12,2022-01-19,3,1520965.0,4000607.0,6480248.0
2022-02-12,2022-01-20,3,1357001.0,3486457.0,5615912.0
2022-02-12,2022-01-21,3,853274.0,2138891.0,3424507.0
2022-02-12,2022-01-22,3,1929525.0,4440538.0,6951550.0
2022-02-12,2022-01-23,3,2431728.8,3589922.5,4857918.0
2022-02-12,2022-01-24,3,1017074.5,3426802.4718693784,6365105.576555419
2022-02-12,2022-01-25,2,262534.0,5250696.0,10238857.0
2022-02-12,2022-01-26,2,40836.0,816725.0,1592613.0
2022-02-12,2022-01-27,2,157639.0,1082865.0,2008090.0
2022-02-12,2022-01-28,2,298033.0,1398650.0,2499266.0
2022-02-12,2022-01-29,2,359343.0,790806.0,1704813.0
2022-02-12,2022-01-30,2,1818598.0,2472552.0,3517305.5
2022-02-12,2022-01-31,2,1049516.5,2606196.0,5371072.595435972
2022-02-12,2022-02-02,1,651829.0,984285.0,1522287.0
2022-02-12,2022-02-03,1,351913.0,531512.0,756750.0
2022-02-12,2022-02-04,1,461940.0,690354.0,910687.0
2022-02-12,2022-02-05,1,438702.0,634323.0,801187.0
2022-02-12,2022-02-06,1,1006379.960775,1381823.274302175,1979445.41954627
2022-02-12,2022-02-07,1,719087.1049385116,1491927.72709852,2431895.0
2022-02-19,2022-01-19,4,320245.0,2940267.0,5560288.0
2022-02-19,2022-01-20,4,352211.0,2695998.0,5039784.0
2022-02-19,2022-01-21,4,213514.0,1472468.0,2731421.0
2022-02-19,2022-01-22,4,590441.0,3717962.0,6845482.0
2022-02-19,2022-01-23,4,1789965.9688434787,2919805.91717687,3870883.0
2022-02-19,2022-01-24,4,638385.7121441775,2702624.7381141875,6697744.697433516
2022-02-19,2022-01-25,3,146920.0,2938401.0,5729881.0
2022-02-19,2022-01-26,3,15729.0,314596.0,613462.0
2022-02-19,2022-01-27,3,21253.0,425074.0,828894.0
2022-02-19,2022-01-28,3,30594.0,611881.0,1193167.0
2022-02-19,2022-01-29,3,64368.0,209211.0,728998.0
2022-02-19,2022-01-30,3,1492584.79373697,2240840.0,2766621.0
2022-02-19,2022-01-31,3,391716.50561201765,2393185.491456384,5622211.983528828
2022-02-19,2022-02-02,2,90262.0,284258.0,816194.0
2022-02-19,2022-02-03,2,21946.0,65970.0,171015.0
2022-02-19,2022-02-04,2,45856.0,113933.0,271994.0
2022-02-19,2022-02-05,2,36411.0,79058.0,170324.0
2022-02-19,2022-02-06,2,760761.5,962091.765109911,1557516.0
2022-02-19,2022-02-07,2,236359.03375354927,949642.0,2137809.767522486
2022-02-19,2022-02-09,1,93929.0,139789.0,217067.0
2022-02-19,2022-02-10,1,188609.0,281770.0,405378.0
2022-02-19,2022-02-11,1,240940.0,355304.0,475017.0
2022-02-19,2022-02-13,1,657815.171168358,926479.0,1331519.169
2022-02-19,2022-02-14,1,295967.3712650704,856483.1495934464,1520310.5
2022-02-26,2022-01-25,4,54591.0,1091823.0,2129054.0
2022-02-26,2022-01-26,4,5392.0,107847.0,210301.0
2022-02-26,2022-01-27,4,6746.0,134939.0,263131.0
2022-02-26,2022-01-28,4,10504.0,210094.0,409683.0
2022-02-26,2022-01-29,4,8970.0,43268.0,231514.0
2022-02-26,2022-01-30,4,973283.031252765,1590711.0,1991083.28987
2022-02-26,2022-01-31,4,216983.79544031637,1719523.4043792244,4545689.069723421
2022-02-26,2022-02-02,3,13937.0,57508.0,249022.0
2022-02-26,2022-02-03,3,2048.0,7988.0,32794.0
2022-02-26,2022-02-04,3,4109.0,15406.0,58340.0
2022-02-26,2022-02-05,3,2127.0,7348.0,25522.0
2022-02-26,2022-02-06,3,391939.5,737353.275358087,1267438.0
2022-02-26,2022-02-07,3,0.10000000000000007,455085.16774857,2041098.5733056944
2022-02-26,2022-02-09,2,2250.0,7083.0,20374.0
2022-02-26,2022-02-10,2,11251.0,32950.0,87751.0
2022-02-26,2022-02-11,2,21178.0,52050.0,125677.0
2022-02-26,2022-02-13,2,466550.512187785,633806.6963500001,905341.1454539315
2022-02-26,2022-02-14,2,7.846601761284756,502624.3060335079,1152979.8907309177
2022-02-26,2022-02-15,1,25165.0,41323.0,69880.0
2022-02-26,2022-02-16,1,69641.0,102966.0,160594.0
2022-02-26,2022-02-17,1,149762.0,220375.0,319403.0
2022-02-26,2022-02-18,1,306002.6142695535,397652.572021172,518957.6153559925
2022-02-26,2022-02-20,1,301958.0,497850.2892554124,725200.4743212283
2022-02-26,2022-02-21,1,238853.902335567,502020.0,831556.8882354511
2022-03-05,2022-02-02,4,2231.0,13613.0,95144.0
2022-03-05,2022-02-03,4,280.0,1691.0,11358.0
2022-03-05,2022-02-04,4,585.0,3301.0,20038.0
2022-03-05,2022-02-05,4,273.0,1444.0,8050.0
2022-03-05,2022-02-06,4,196735.0,541065.5814783088,970993.0
2022-03-05,2022-02-07,4,1.2054190719214,656114.0,2378406.255991669
2022-03-05,2022-02-09,3,212.0,864.0,3798.0
2022-03-05,2022-02-10,3,1330.0,5120.0,21304.0
2022-03-05,2022-02-11,3,2191.0,8132.0,31116.0
2022-03-05,2022-02-13,3,285793.131102197,490934.5236199065,803757.0583131604
2022-03-05,2022-02-14,3,0.10000000000000007,283462.1305807961,1151752.6186169314
2022-03-05,2022-02-15,2,199.0,614.0,1934.0
2022-03-05,2022-02-16,2,2871.0,8728.0,26248.0
2022-03-05,2022-02-17,2,14501.0,41765.0,109534.0
2022-03-05,2022-02-18,2,169201.008952777,245123.2178171535,361498.2792400365
2022-03-05,2022-02-20,2,209472.16599741497,365729.40275060595,509123.865475488
2022-03-05,2022-02-21,2,81591.226953125,402987.85,949998.6803408652
2022-03-05,2022-02-27,1,285988.5120530216,370805.41951568273,511356.1187572935
2022-03-05,2022-02-28,1,184914.34411474384,379487.0,733850.0
2022-03-12,2022-02-09,4,46.0,282.0,1972.0
2022-03-12,2022-02-10,4,268.0,1611.0,10842.0
2022-03-12,2022-02-11,4,438.0,2464.0,14994.0
2022-03-12,2022-02-13,4,180026.102860771,409472.807467353,842958.0667740355
2022-03-12,2022-02-14,4,0.10000000000000007,221776.23160916,1250095.1278088302
2022-03-12,2022-02-15,3,31.0,122.0,580.0
2022-03-12,2022-02-16,3,481.0,1838.0,8348.0
2022-03-12,2022-02-17,3,3077.0,11292.0,47594.0
2022-03-12,2022-02-18,3,110455.027327554,180896.6981800305,300303.420528553
2022-03-12,2022-02-20,3,158745.41095277647,257508.74680779187,405464.83453107806
2022-03-12,2022-02-21,3,4926.741376641452,281075.5124695949,1105002.5033200337
2022-03-12,2022-02-27,2,191237.76438709724,269119.09158952686,434400.7641708625
2022-03-12,2022-02-28,2,54100.12062314158,249810.73231742988,595498.7297629993
2022-03-12,2022-03-02,1,130191.0,202861.0,271175.0
2022-03-12,2022-03-06,1,154598.3958452585,252084.20403999998,391642.384677215
2022-03-12,2022-03-07,1,101987.56389365782,250782.13879187,420221.35396309657
2022-03-19,2022-02-15,4,7.0,44.0,350.0
2022-03-19,2022-02-16,4,120.0,697.0,5012.0
2022-03-19,2022-02-17,4,789.0,4460.0,30152.0
2022-03-19,2022-02-18,4,76466.2542346405,140256.5242598645,255244.406741497
2022-03-19,2022-02-20,4,105868.4414432015,193701.6380058147,356479.70322846255
2022-03-19,2022-02-21,4,1321.3082911202448,162605.76367933274,1016203.8525336944
2022-03-19,2022-02-27,3,136992.4510869481,205643.0,442285.63443
2022-03-19,2022-02-28,3,0.23688605111777955,164770.49198166755,579410.2587407501
2022-03-19,2022-03-02,2,34559.0,154690.0,246218.0
2022-03-19,2022-03-06,2,134399.0,212947.5,477377.0
2022-03-19,2022-03-07,2,44679.54406434172,177808.34451863202,402950.9288263877
2022-03-19,2022-03-09,1,56603.0,87957.0,113557.0
2022-03-19,2022-03-11,1,98785.0,144149.0,187737.0
2022-03-19,2022-03-12,1,107482.0,156295.0,193061.0
2022-03-19,2022-03-13,1,124001.252655888,202711.660169057,350901.0
2022-03-19,2022-03-14,1,83348.08358942905,191660.7366330683,351776.9743861738
2022-03-26,2022-02-27,4,84042.83183,188561.0,481059.12572
2022-03-26,2022-02-28,4,0.09054003208776032,120839.40990890235,881059.505
2022-03-26,2022-03-02,3,15768.0,160074.0,203870.0
2022-03-26,2022-03-06,3,91224.5,182774.91863,592348.661444547
2022-03-26,2022-03-07,3,24799.0,133980.5249365417,607488.2320312499
2022-03-26,2022-03-09,2,10121.0,45140.0,64525.0
2022-03-26,2022-03-11,2,29588.0,98592.0,138331.0
2022-03-26,2022-03-12,2,37663.0,105858.0,150921.0
2022-03-26,2022-03-13,2,115357.9886018705,185902.339045387,350011.730110397
2022-03-26,2022-03-14,2,49522.0,153684.0,341135.0
2022-04-02,2022-03-02,4,11863.0,179928.0,187936.0
2022-04-02,2022-03-06,4,50852.5,169930.30439,677605.380088993
2022-04-02,2022-03-07,4,13726.7265625,117571.0,686155.75
2022-04-02,2022-03-09,3,3891.0,39420.0,50362.0
2022-04-02,2022-03-11,3,12120.0,90018.0,123114.0
2022-04-02,2022-03-12,3,15650.0,91713.0,131590.0
2022-04-02,2022-03-13,3,91332.4778140178,185581.8334670045,473069.52003936796
2022-04-02,2022-03-14,3,31524.0,112644.52,376490.7
2022-04-09,2022-03-09,4,2842.0,43168.0,45098.0
2022-04-09,2022-03-11,4,8557.0,89946.0,109798.0
2022-04-09,2022-03-12,4,10798.0,96157.0,115900.0
2022-04-09,2022-03-13,4,64182.817355,206386.2272606185,635176.8409760974
2022-04-09,2022-03-14,4,16238.0,113058.391274858,472269.0
